Generic Group,Generic Brand,Generic Product Category,Generic Product,Variable Group,Generic Variable,Generic LookupKey,Units,Time Period,Value
Consumer,Sandesh Brand 1,Broadband,Tortoise,Volume,Gross Adds - Tortoise,ConsumerSandesh Brand 1BroadbandTortoiseGross Adds - Tortoise,(000)s,15/16_Q2_Jul,0.025958068
Consumer,Sandesh Brand 1,Broadband,Tortoise,Volume,Gross Adds - Tortoise,ConsumerSandesh Brand 1BroadbandTortoiseGross Adds - Tortoise,(000)s,15/16_Q2_Aug,0.049212193
Consumer,Sandesh Brand 1,Broadband,Tortoise,Volume,Gross Adds - Tortoise,ConsumerSandesh Brand 1BroadbandTortoiseGross Adds - Tortoise,(000)s,15/16_Q2_Sep,0.065413418
Consumer,Sandesh Brand 1,Broadband,Tortoise,Volume,Gross Adds - Tortoise,ConsumerSandesh Brand 1BroadbandTortoiseGross Adds - Tortoise,(000)s,15/16_Q3_Oct,0.046346703
Consumer,Sandesh Brand 1,Broadband,Tortoise,Volume,Gross Adds - Tortoise,ConsumerSandesh Brand 1BroadbandTortoiseGross Adds - Tortoise,(000)s,15/16_Q3_Nov,0.054734222
Consumer,Sandesh Brand 1,Broadband,Tortoise,Volume,Gross Adds - Tortoise,ConsumerSandesh Brand 1BroadbandTortoiseGross Adds - Tortoise,(000)s,15/16_Q3_Dec,0.056185277
Consumer,Sandesh Brand 1,Broadband,Tortoise,Volume,Gross Adds - Tortoise,ConsumerSandesh Brand 1BroadbandTortoiseGross Adds - Tortoise,(000)s,15/16_Q4_Jan,0.072206384
Consumer,Sandesh Brand 1,Broadband,Tortoise,Volume,Gross Adds - Tortoise,ConsumerSandesh Brand 1BroadbandTortoiseGross Adds - Tortoise,(000)s,15/16_Q4_Feb,0.092300851
Consumer,Sandesh Brand 1,Broadband,Tortoise,Volume,Gross Adds - Tortoise,ConsumerSandesh Brand 1BroadbandTortoiseGross Adds - Tortoise,(000)s,15/16_Q4_Mar,0.069557344
Consumer,Sandesh Brand 1,Broadband,Tortoise,Volume,Gross Adds - Tortoise,ConsumerSandesh Brand 1BroadbandTortoiseGross Adds - Tortoise,(000)s,16/17_Q1_Apr,0.073240578
Consumer,Sandesh Brand 1,Broadband,Tortoise,Volume,Gross Adds - Tortoise,ConsumerSandesh Brand 1BroadbandTortoiseGross Adds - Tortoise,(000)s,16/17_Q1_May,0.026140133
Consumer,Sandesh Brand 1,Broadband,Tortoise,Volume,Gross Adds - Tortoise,ConsumerSandesh Brand 1BroadbandTortoiseGross Adds - Tortoise,(000)s,16/17_Q2_Jun,0.090242028
Consumer,Sandesh Brand 1,Broadband,Tortoise,Volume,Gross Adds - Tortoise,ConsumerSandesh Brand 1BroadbandTortoiseGross Adds - Tortoise,(000)s,16/17_Q2_Jul,0.042383466
Consumer,Sandesh Brand 1,Broadband,Tortoise,Volume,Gross Adds - Tortoise,ConsumerSandesh Brand 1BroadbandTortoiseGross Adds - Tortoise,(000)s,16/17_Q2_Aug,0.116938799
Consumer,Sandesh Brand 1,Broadband,Tortoise,Volume,Gross Adds - Tortoise,ConsumerSandesh Brand 1BroadbandTortoiseGross Adds - Tortoise,(000)s,16/17_Q2_Sep,0.117414397
Consumer,Sandesh Brand 1,Broadband,Tortoise,Volume,Gross Adds - Tortoise,ConsumerSandesh Brand 1BroadbandTortoiseGross Adds - Tortoise,(000)s,16/17_Q3_Oct,0.06383177
Consumer,Sandesh Brand 1,Broadband,Tortoise,Volume,Gross Adds - Tortoise,ConsumerSandesh Brand 1BroadbandTortoiseGross Adds - Tortoise,(000)s,16/17_Q3_Nov,0.057810895
Consumer,Sandesh Brand 1,Broadband,Tortoise,Volume,Gross Adds - Tortoise,ConsumerSandesh Brand 1BroadbandTortoiseGross Adds - Tortoise,(000)s,16/17_Q3_Dec,0.027093493
Consumer,Sandesh Brand 1,Broadband,Tortoise,Volume,Gross Adds - Tortoise,ConsumerSandesh Brand 1BroadbandTortoiseGross Adds - Tortoise,(000)s,16/17_Q4_Jan,0.114843322
Consumer,Sandesh Brand 1,Broadband,Tortoise,Volume,Gross Adds - Tortoise,ConsumerSandesh Brand 1BroadbandTortoiseGross Adds - Tortoise,(000)s,16/17_Q4_Feb,0.074314703
Consumer,Sandesh Brand 1,Broadband,Tortoise,Volume,Gross Adds - Tortoise,ConsumerSandesh Brand 1BroadbandTortoiseGross Adds - Tortoise,(000)s,16/17_Q4_Mar,0.021167737
Consumer,Sandesh Brand 1,Broadband,Tortoise,Volume,Gross Adds - Tortoise,ConsumerSandesh Brand 1BroadbandTortoiseGross Adds - Tortoise,(000)s,17/18_Q1_Apr,0.091449337
Consumer,Sandesh Brand 1,Broadband,Tortoise,Volume,Gross Adds - Tortoise,ConsumerSandesh Brand 1BroadbandTortoiseGross Adds - Tortoise,(000)s,17/18_Q1_May,0.051499282
Consumer,Sandesh Brand 1,Broadband,Tortoise,Volume,Gross Adds - Tortoise,ConsumerSandesh Brand 1BroadbandTortoiseGross Adds - Tortoise,(000)s,17/18_Q1_Jun,0.115306818
Consumer,Sandesh Brand 1,Broadband,Tortoise,Volume,Gross Adds - Tortoise,ConsumerSandesh Brand 1BroadbandTortoiseGross Adds - Tortoise,(000)s,17/18_Q2_Jul,0.029201242
Consumer,Sandesh Brand 1,Broadband,Tortoise,Volume,Gross Adds - Tortoise,ConsumerSandesh Brand 1BroadbandTortoiseGross Adds - Tortoise,(000)s,17/18_Q2_Aug,0.158337491
Consumer,Sandesh Brand 1,Broadband,Tortoise,Volume,Gross Adds - Tortoise,ConsumerSandesh Brand 1BroadbandTortoiseGross Adds - Tortoise,(000)s,17/18_Q2_Sep,0.027375948
Consumer,Sandesh Brand 1,Broadband,Tortoise,Volume,Gross Adds - Tortoise,ConsumerSandesh Brand 1BroadbandTortoiseGross Adds - Tortoise,(000)s,17/18_Q3_Oct,0.126127184
Consumer,Sandesh Brand 1,Broadband,Tortoise,Volume,Gross Adds - Tortoise,ConsumerSandesh Brand 1BroadbandTortoiseGross Adds - Tortoise,(000)s,17/18_Q3_Nov,0.160700582
Consumer,Sandesh Brand 1,Broadband,Tortoise,Volume,Gross Adds - Tortoise,ConsumerSandesh Brand 1BroadbandTortoiseGross Adds - Tortoise,(000)s,17/18_Q3_Dec,0.033949612
Consumer,Sandesh Brand 1,Broadband,Tortoise,Volume,Gross Adds - Tortoise,ConsumerSandesh Brand 1BroadbandTortoiseGross Adds - Tortoise,(000)s,17/18_Q4_Jan,0.088557012
Consumer,Sandesh Brand 1,Broadband,Tortoise,Volume,Gross Adds - Tortoise,ConsumerSandesh Brand 1BroadbandTortoiseGross Adds - Tortoise,(000)s,17/18_Q4_Feb,0.083292502
Consumer,Sandesh Brand 1,Broadband,Tortoise,Volume,Gross Adds - Tortoise,ConsumerSandesh Brand 1BroadbandTortoiseGross Adds - Tortoise,(000)s,17/18_Q4_Mar,0.184757064
Consumer,Sandesh Brand 1,Broadband,Tortoise,Volume,Gross Adds - Tortoise,ConsumerSandesh Brand 1BroadbandTortoiseGross Adds - Tortoise,(000)s,18/19_Q1_Apr,0.023437567
Consumer,Sandesh Brand 1,Broadband,Tortoise,Volume,Gross Adds - Tortoise,ConsumerSandesh Brand 1BroadbandTortoiseGross Adds - Tortoise,(000)s,18/19_Q1_May,0.072945433
Consumer,Sandesh Brand 1,Broadband,Tortoise,Volume,Gross Adds - Tortoise,ConsumerSandesh Brand 1BroadbandTortoiseGross Adds - Tortoise,(000)s,18/19_Q1_Jun,0.111719895
Consumer,Sandesh Brand 1,Broadband,Tortoise,Volume,Gross Adds - Tortoise,ConsumerSandesh Brand 1BroadbandTortoiseGross Adds - Tortoise,(000)s,18/19_Q2_Jul,0.047716653
Consumer,Sandesh Brand 1,Broadband,Tortoise,Volume,Gross Adds - Tortoise,ConsumerSandesh Brand 1BroadbandTortoiseGross Adds - Tortoise,(000)s,18/19_Q2_Aug,0.096413355
Consumer,Sandesh Brand 1,Broadband,Tortoise,Volume,Gross Adds - Tortoise,ConsumerSandesh Brand 1BroadbandTortoiseGross Adds - Tortoise,(000)s,18/19_Q2_Sep,0.03926541
Consumer,Sandesh Brand 1,Broadband,Tortoise,Volume,Gross Adds - Tortoise,ConsumerSandesh Brand 1BroadbandTortoiseGross Adds - Tortoise,(000)s,18/19_Q3_Oct,0.106334802
Consumer,Sandesh Brand 1,Broadband,Tortoise,Volume,Gross Adds - Tortoise,ConsumerSandesh Brand 1BroadbandTortoiseGross Adds - Tortoise,(000)s,18/19_Q3_Nov,0.068590689
Consumer,Sandesh Brand 1,Broadband,Tortoise,Volume,Gross Adds - Tortoise,ConsumerSandesh Brand 1BroadbandTortoiseGross Adds - Tortoise,(000)s,18/19_Q3_Dec,0.090346677
Consumer,Sandesh Brand 1,Broadband,Tortoise,Volume,Gross Adds - Tortoise,ConsumerSandesh Brand 1BroadbandTortoiseGross Adds - Tortoise,(000)s,18/19_Q4_Jan,0.112310251
Consumer,Sandesh Brand 1,Broadband,Tortoise,Volume,Gross Adds - Tortoise,ConsumerSandesh Brand 1BroadbandTortoiseGross Adds - Tortoise,(000)s,18/19_Q4_Feb,0.148904541
Consumer,Sandesh Brand 1,Broadband,Rabbit,Volume,Gross Adds - Rabbit ,ConsumerSandesh Brand 1BroadbandRabbitGross Adds - Rabbit ,(000)s,11/12_Q1_Apr,0.044406559
Consumer,Sandesh Brand 1,Broadband,Rabbit,Volume,Gross Adds - Rabbit ,ConsumerSandesh Brand 1BroadbandRabbitGross Adds - Rabbit ,(000)s,11/12_Q1_May,0.137732943
Consumer,Sandesh Brand 1,Broadband,Rabbit,Volume,Gross Adds - Rabbit ,ConsumerSandesh Brand 1BroadbandRabbitGross Adds - Rabbit ,(000)s,11/12_Q1_Jun,0.08243605
Consumer,Sandesh Brand 1,Broadband,Rabbit,Volume,Gross Adds - Rabbit ,ConsumerSandesh Brand 1BroadbandRabbitGross Adds - Rabbit ,(000)s,11/12_Q2_Jul,0.150148188
Consumer,Sandesh Brand 1,Broadband,Rabbit,Volume,Gross Adds - Rabbit ,ConsumerSandesh Brand 1BroadbandRabbitGross Adds - Rabbit ,(000)s,11/12_Q2_Aug,0.118101332
Consumer,Sandesh Brand 1,Broadband,Rabbit,Volume,Gross Adds - Rabbit ,ConsumerSandesh Brand 1BroadbandRabbitGross Adds - Rabbit ,(000)s,11/12_Q2_Sep,0.080316217
Consumer,Sandesh Brand 1,Broadband,Rabbit,Volume,Gross Adds - Rabbit ,ConsumerSandesh Brand 1BroadbandRabbitGross Adds - Rabbit ,(000)s,11/12_Q3_Oct,0.123662541
Consumer,Sandesh Brand 1,Broadband,Rabbit,Volume,Gross Adds - Rabbit ,ConsumerSandesh Brand 1BroadbandRabbitGross Adds - Rabbit ,(000)s,11/12_Q3_Nov,0.108128954
Consumer,Sandesh Brand 1,Broadband,Rabbit,Volume,Gross Adds - Rabbit ,ConsumerSandesh Brand 1BroadbandRabbitGross Adds - Rabbit ,(000)s,11/12_Q3_Dec,0.12186849
Consumer,Sandesh Brand 1,Broadband,Rabbit,Volume,Gross Adds - Rabbit ,ConsumerSandesh Brand 1BroadbandRabbitGross Adds - Rabbit ,(000)s,11/12_Q4_Jan,0.108096599
Consumer,Sandesh Brand 1,Broadband,Rabbit,Volume,Gross Adds - Rabbit ,ConsumerSandesh Brand 1BroadbandRabbitGross Adds - Rabbit ,(000)s,11/12_Q4_Feb,0.085801878
Consumer,Sandesh Brand 1,Broadband,Rabbit,Volume,Gross Adds - Rabbit ,ConsumerSandesh Brand 1BroadbandRabbitGross Adds - Rabbit ,(000)s,11/12_Q4_Mar,0.122922873
Consumer,Sandesh Brand 1,Broadband,Rabbit,Volume,Gross Adds - Rabbit ,ConsumerSandesh Brand 1BroadbandRabbitGross Adds - Rabbit ,(000)s,12/13_Q1_Apr,0.10487678
Consumer,Sandesh Brand 1,Broadband,Rabbit,Volume,Gross Adds - Rabbit ,ConsumerSandesh Brand 1BroadbandRabbitGross Adds - Rabbit ,(000)s,12/13_Q1_May,0.116720835
Consumer,Sandesh Brand 1,Broadband,Rabbit,Volume,Gross Adds - Rabbit ,ConsumerSandesh Brand 1BroadbandRabbitGross Adds - Rabbit ,(000)s,12/13_Q1_Jun,0.158173133
Consumer,Sandesh Brand 1,Broadband,Rabbit,Volume,Gross Adds - Rabbit ,ConsumerSandesh Brand 1BroadbandRabbitGross Adds - Rabbit ,(000)s,12/13_Q2_Jul,0.112961072
Consumer,Sandesh Brand 1,Broadband,Rabbit,Volume,Gross Adds - Rabbit ,ConsumerSandesh Brand 1BroadbandRabbitGross Adds - Rabbit ,(000)s,12/13_Q2_Aug,0.076047892
Consumer,Sandesh Brand 1,Broadband,Rabbit,Volume,Gross Adds - Rabbit ,ConsumerSandesh Brand 1BroadbandRabbitGross Adds - Rabbit ,(000)s,12/13_Q2_Sep,0.120964073
Consumer,Sandesh Brand 1,Broadband,Rabbit,Volume,Gross Adds - Rabbit ,ConsumerSandesh Brand 1BroadbandRabbitGross Adds - Rabbit ,(000)s,12/13_Q3_Oct,0.094171508
Consumer,Sandesh Brand 1,Broadband,Rabbit,Volume,Gross Adds - Rabbit ,ConsumerSandesh Brand 1BroadbandRabbitGross Adds - Rabbit ,(000)s,12/13_Q3_Nov,0.04513041
Consumer,Sandesh Brand 1,Broadband,Rabbit,Volume,Gross Adds - Rabbit ,ConsumerSandesh Brand 1BroadbandRabbitGross Adds - Rabbit ,(000)s,12/13_Q3_Dec,0.122195814
Consumer,Sandesh Brand 1,Broadband,Rabbit,Volume,Gross Adds - Rabbit ,ConsumerSandesh Brand 1BroadbandRabbitGross Adds - Rabbit ,(000)s,12/13_Q4_Jan,0.120107941
Consumer,Sandesh Brand 1,Broadband,Rabbit,Volume,Gross Adds - Rabbit ,ConsumerSandesh Brand 1BroadbandRabbitGross Adds - Rabbit ,(000)s,12/13_Q4_Feb,0.062732818
Consumer,Sandesh Brand 1,Broadband,Rabbit,Volume,Gross Adds - Rabbit ,ConsumerSandesh Brand 1BroadbandRabbitGross Adds - Rabbit ,(000)s,12/13_Q4_Mar,0.123944475
Consumer,Sandesh Brand 1,Broadband,Rabbit,Volume,Gross Adds - Rabbit ,ConsumerSandesh Brand 1BroadbandRabbitGross Adds - Rabbit ,(000)s,13/14_Q1_Apr,0.039041373
Consumer,Sandesh Brand 1,Broadband,Rabbit,Volume,Gross Adds - Rabbit ,ConsumerSandesh Brand 1BroadbandRabbitGross Adds - Rabbit ,(000)s,13/14_Q1_May,0.079155997
Consumer,Sandesh Brand 1,Broadband,Rabbit,Volume,Gross Adds - Rabbit ,ConsumerSandesh Brand 1BroadbandRabbitGross Adds - Rabbit ,(000)s,13/14_Q1_Jun,0.107024604
Consumer,Sandesh Brand 1,Broadband,Rabbit,Volume,Gross Adds - Rabbit ,ConsumerSandesh Brand 1BroadbandRabbitGross Adds - Rabbit ,(000)s,13/14_Q2_Jul,0.11456137
Consumer,Sandesh Brand 1,Broadband,Rabbit,Volume,Gross Adds - Rabbit ,ConsumerSandesh Brand 1BroadbandRabbitGross Adds - Rabbit ,(000)s,13/14_Q2_Aug,0.154081534
Consumer,Sandesh Brand 1,Broadband,Rabbit,Volume,Gross Adds - Rabbit ,ConsumerSandesh Brand 1BroadbandRabbitGross Adds - Rabbit ,(000)s,13/14_Q2_Sep,0.022729632
Consumer,Sandesh Brand 1,Broadband,Rabbit,Volume,Gross Adds - Rabbit ,ConsumerSandesh Brand 1BroadbandRabbitGross Adds - Rabbit ,(000)s,13/14_Q3_Oct,0.036202773
Consumer,Sandesh Brand 1,Broadband,Rabbit,Volume,Gross Adds - Rabbit ,ConsumerSandesh Brand 1BroadbandRabbitGross Adds - Rabbit ,(000)s,13/14_Q3_Nov,0.0391589
Consumer,Sandesh Brand 1,Broadband,Rabbit,Volume,Gross Adds - Rabbit ,ConsumerSandesh Brand 1BroadbandRabbitGross Adds - Rabbit ,(000)s,13/14_Q3_Dec,0.111419605
Consumer,Sandesh Brand 1,Broadband,Rabbit,Volume,Gross Adds - Rabbit ,ConsumerSandesh Brand 1BroadbandRabbitGross Adds - Rabbit ,(000)s,13/14_Q4_Jan,0.047441773
Consumer,Sandesh Brand 1,Broadband,Rabbit,Volume,Gross Adds - Rabbit ,ConsumerSandesh Brand 1BroadbandRabbitGross Adds - Rabbit ,(000)s,13/14_Q4_Feb,0.110442473
Consumer,Sandesh Brand 1,Broadband,Rabbit,Volume,Gross Adds - Rabbit ,ConsumerSandesh Brand 1BroadbandRabbitGross Adds - Rabbit ,(000)s,13/14_Q4_Mar,0.031668569
Consumer,Sandesh Brand 1,Broadband,Rabbit,Volume,Gross Adds - Rabbit ,ConsumerSandesh Brand 1BroadbandRabbitGross Adds - Rabbit ,(000)s,14/15_Q1_Apr,0.043558396
Consumer,Sandesh Brand 1,Broadband,Rabbit,Volume,Gross Adds - Rabbit ,ConsumerSandesh Brand 1BroadbandRabbitGross Adds - Rabbit ,(000)s,14/15_Q1_May,0.029516743
Consumer,Sandesh Brand 1,Broadband,Rabbit,Volume,Gross Adds - Rabbit ,ConsumerSandesh Brand 1BroadbandRabbitGross Adds - Rabbit ,(000)s,14/15_Q1_Jun,0.126692784
Consumer,Sandesh Brand 1,Broadband,Rabbit,Volume,Gross Adds - Rabbit ,ConsumerSandesh Brand 1BroadbandRabbitGross Adds - Rabbit ,(000)s,14/15_Q2_Jul,0.024487984
Consumer,Sandesh Brand 1,Broadband,Rabbit,Volume,Gross Adds - Rabbit ,ConsumerSandesh Brand 1BroadbandRabbitGross Adds - Rabbit ,(000)s,14/15_Q2_Aug,0.125992826
Consumer,Sandesh Brand 1,Broadband,Rabbit,Volume,Gross Adds - Rabbit ,ConsumerSandesh Brand 1BroadbandRabbitGross Adds - Rabbit ,(000)s,14/15_Q2_Sep,0.075382699
Consumer,Sandesh Brand 1,Broadband,Rabbit,Volume,Gross Adds - Rabbit ,ConsumerSandesh Brand 1BroadbandRabbitGross Adds - Rabbit ,(000)s,14/15_Q3_Oct,0.137418009
Consumer,Sandesh Brand 1,Broadband,Rabbit,Volume,Gross Adds - Rabbit ,ConsumerSandesh Brand 1BroadbandRabbitGross Adds - Rabbit ,(000)s,14/15_Q3_Nov,0.037432703
Consumer,Sandesh Brand 1,Broadband,Rabbit,Volume,Gross Adds - Rabbit ,ConsumerSandesh Brand 1BroadbandRabbitGross Adds - Rabbit ,(000)s,14/15_Q3_Dec,0.116570015
Consumer,Sandesh Brand 1,Broadband,Rabbit,Volume,Gross Adds - Rabbit ,ConsumerSandesh Brand 1BroadbandRabbitGross Adds - Rabbit ,(000)s,14/15_Q4_Jan,0.038543534
Consumer,Sandesh Brand 1,Broadband,Rabbit,Volume,Gross Adds - Rabbit ,ConsumerSandesh Brand 1BroadbandRabbitGross Adds - Rabbit ,(000)s,14/15_Q4_Feb,0.020374142
Consumer,Sandesh Brand 1,Broadband,Rabbit,Volume,Gross Adds - Rabbit ,ConsumerSandesh Brand 1BroadbandRabbitGross Adds - Rabbit ,(000)s,14/15_Q4_Mar,0.123376469
Consumer,Sandesh Brand 1,Broadband,Rabbit,Volume,Gross Adds - Rabbit ,ConsumerSandesh Brand 1BroadbandRabbitGross Adds - Rabbit ,(000)s,15/16_Q1_Apr,0.151988044
Consumer,Sandesh Brand 1,Broadband,Rabbit,Volume,Gross Adds - Rabbit ,ConsumerSandesh Brand 1BroadbandRabbitGross Adds - Rabbit ,(000)s,15/16_Q1_May,0.139397516
Consumer,Sandesh Brand 1,Broadband,Rabbit,Volume,Gross Adds - Rabbit ,ConsumerSandesh Brand 1BroadbandRabbitGross Adds - Rabbit ,(000)s,15/16_Q1_Jun,0.116651039
Consumer,Sandesh Brand 1,Broadband,Rabbit,Volume,Gross Adds - Rabbit ,ConsumerSandesh Brand 1BroadbandRabbitGross Adds - Rabbit ,(000)s,15/16_Q2_Jul,0.12064636
Consumer,Sandesh Brand 1,Broadband,Rabbit,Volume,Gross Adds - Rabbit ,ConsumerSandesh Brand 1BroadbandRabbitGross Adds - Rabbit ,(000)s,15/16_Q2_Aug,0.124529947
Consumer,Sandesh Brand 1,Broadband,Rabbit,Volume,Gross Adds - Rabbit ,ConsumerSandesh Brand 1BroadbandRabbitGross Adds - Rabbit ,(000)s,15/16_Q2_Sep,0.101088465
Consumer,Sandesh Brand 1,Broadband,Rabbit,Volume,Gross Adds - Rabbit ,ConsumerSandesh Brand 1BroadbandRabbitGross Adds - Rabbit ,(000)s,15/16_Q3_Oct,0.024499832
Consumer,Sandesh Brand 1,Broadband,Rabbit,Volume,Gross Adds - Rabbit ,ConsumerSandesh Brand 1BroadbandRabbitGross Adds - Rabbit ,(000)s,15/16_Q3_Nov,0.079322773
Consumer,Sandesh Brand 1,Broadband,Rabbit,Volume,Gross Adds - Rabbit ,ConsumerSandesh Brand 1BroadbandRabbitGross Adds - Rabbit ,(000)s,15/16_Q3_Dec,0.048520257
Consumer,Sandesh Brand 1,Broadband,Rabbit,Volume,Gross Adds - Rabbit ,ConsumerSandesh Brand 1BroadbandRabbitGross Adds - Rabbit ,(000)s,15/16_Q4_Jan,0.07757197
Consumer,Sandesh Brand 1,Broadband,Rabbit,Volume,Gross Adds - Rabbit ,ConsumerSandesh Brand 1BroadbandRabbitGross Adds - Rabbit ,(000)s,15/16_Q4_Feb,0.025577148
Consumer,Sandesh Brand 1,Broadband,Rabbit,Volume,Gross Adds - Rabbit ,ConsumerSandesh Brand 1BroadbandRabbitGross Adds - Rabbit ,(000)s,15/16_Q4_Mar,0.116708565
Consumer,Sandesh Brand 1,Broadband,Rabbit,Volume,Gross Adds - Rabbit ,ConsumerSandesh Brand 1BroadbandRabbitGross Adds - Rabbit ,(000)s,16/17_Q1_Apr,0.095298924
Consumer,Sandesh Brand 1,Broadband,Rabbit,Volume,Gross Adds - Rabbit ,ConsumerSandesh Brand 1BroadbandRabbitGross Adds - Rabbit ,(000)s,16/17_Q1_May,0.040591824
Consumer,Sandesh Brand 1,Broadband,Rabbit,Volume,Gross Adds - Rabbit ,ConsumerSandesh Brand 1BroadbandRabbitGross Adds - Rabbit ,(000)s,16/17_Q2_Jun,0.135408062
Consumer,Sandesh Brand 1,Broadband,Rabbit,Volume,Gross Adds - Rabbit ,ConsumerSandesh Brand 1BroadbandRabbitGross Adds - Rabbit ,(000)s,16/17_Q2_Jul,0.089485638
Consumer,Sandesh Brand 1,Broadband,Rabbit,Volume,Gross Adds - Rabbit ,ConsumerSandesh Brand 1BroadbandRabbitGross Adds - Rabbit ,(000)s,16/17_Q2_Aug,0.118264423
Consumer,Sandesh Brand 1,Broadband,Rabbit,Volume,Gross Adds - Rabbit ,ConsumerSandesh Brand 1BroadbandRabbitGross Adds - Rabbit ,(000)s,16/17_Q2_Sep,0.1585538
Consumer,Sandesh Brand 1,Broadband,Rabbit,Volume,Gross Adds - Rabbit ,ConsumerSandesh Brand 1BroadbandRabbitGross Adds - Rabbit ,(000)s,16/17_Q3_Oct,0.112540876
Consumer,Sandesh Brand 1,Broadband,Rabbit,Volume,Gross Adds - Rabbit ,ConsumerSandesh Brand 1BroadbandRabbitGross Adds - Rabbit ,(000)s,16/17_Q3_Nov,0.123908654
Consumer,Sandesh Brand 1,Broadband,Rabbit,Volume,Gross Adds - Rabbit ,ConsumerSandesh Brand 1BroadbandRabbitGross Adds - Rabbit ,(000)s,16/17_Q3_Dec,0.118001972
Consumer,Sandesh Brand 1,Broadband,Rabbit,Volume,Gross Adds - Rabbit ,ConsumerSandesh Brand 1BroadbandRabbitGross Adds - Rabbit ,(000)s,16/17_Q4_Jan,0.039046096
Consumer,Sandesh Brand 1,Broadband,Rabbit,Volume,Gross Adds - Rabbit ,ConsumerSandesh Brand 1BroadbandRabbitGross Adds - Rabbit ,(000)s,16/17_Q4_Feb,0.027971721
Consumer,Sandesh Brand 1,Broadband,Rabbit,Volume,Gross Adds - Rabbit ,ConsumerSandesh Brand 1BroadbandRabbitGross Adds - Rabbit ,(000)s,16/17_Q4_Mar,0.040460193
Consumer,Sandesh Brand 1,Broadband,Rabbit,Volume,Gross Adds - Rabbit ,ConsumerSandesh Brand 1BroadbandRabbitGross Adds - Rabbit ,(000)s,17/18_Q1_Apr,0.119479774
Consumer,Sandesh Brand 1,Broadband,Rabbit,Volume,Gross Adds - Rabbit ,ConsumerSandesh Brand 1BroadbandRabbitGross Adds - Rabbit ,(000)s,17/18_Q1_May,0.042743198
Consumer,Sandesh Brand 1,Broadband,Rabbit,Volume,Gross Adds - Rabbit ,ConsumerSandesh Brand 1BroadbandRabbitGross Adds - Rabbit ,(000)s,17/18_Q1_Jun,0.137173532
Consumer,Sandesh Brand 1,Broadband,Rabbit,Volume,Gross Adds - Rabbit ,ConsumerSandesh Brand 1BroadbandRabbitGross Adds - Rabbit ,(000)s,17/18_Q2_Jul,0.102864456
Consumer,Sandesh Brand 1,Broadband,Rabbit,Volume,Gross Adds - Rabbit ,ConsumerSandesh Brand 1BroadbandRabbitGross Adds - Rabbit ,(000)s,17/18_Q2_Aug,0.135768236
Consumer,Sandesh Brand 1,Broadband,Rabbit,Volume,Gross Adds - Rabbit ,ConsumerSandesh Brand 1BroadbandRabbitGross Adds - Rabbit ,(000)s,17/18_Q2_Sep,0.031667828
Consumer,Sandesh Brand 1,Broadband,Rabbit,Volume,Gross Adds - Rabbit ,ConsumerSandesh Brand 1BroadbandRabbitGross Adds - Rabbit ,(000)s,17/18_Q3_Oct,0.018109972
Consumer,Sandesh Brand 1,Broadband,Rabbit,Volume,Gross Adds - Rabbit ,ConsumerSandesh Brand 1BroadbandRabbitGross Adds - Rabbit ,(000)s,17/18_Q3_Nov,0.147028298
Consumer,Sandesh Brand 1,Broadband,Rabbit,Volume,Gross Adds - Rabbit ,ConsumerSandesh Brand 1BroadbandRabbitGross Adds - Rabbit ,(000)s,17/18_Q3_Dec,0.029458277
Consumer,Sandesh Brand 1,Broadband,Rabbit,Volume,Gross Adds - Rabbit ,ConsumerSandesh Brand 1BroadbandRabbitGross Adds - Rabbit ,(000)s,17/18_Q4_Jan,0.049408031
Consumer,Sandesh Brand 1,Broadband,Rabbit,Volume,Gross Adds - Rabbit ,ConsumerSandesh Brand 1BroadbandRabbitGross Adds - Rabbit ,(000)s,17/18_Q4_Feb,0.138548345
Consumer,Sandesh Brand 1,Broadband,Rabbit,Volume,Gross Adds - Rabbit ,ConsumerSandesh Brand 1BroadbandRabbitGross Adds - Rabbit ,(000)s,17/18_Q4_Mar,0.113126761
Consumer,Sandesh Brand 1,Broadband,Rabbit,Volume,Gross Adds - Rabbit ,ConsumerSandesh Brand 1BroadbandRabbitGross Adds - Rabbit ,(000)s,18/19_Q1_Apr,0.024143859
Consumer,Sandesh Brand 1,Broadband,Rabbit,Volume,Gross Adds - Rabbit ,ConsumerSandesh Brand 1BroadbandRabbitGross Adds - Rabbit ,(000)s,18/19_Q1_May,0.149004734
Consumer,Sandesh Brand 1,Broadband,Rabbit,Volume,Gross Adds - Rabbit ,ConsumerSandesh Brand 1BroadbandRabbitGross Adds - Rabbit ,(000)s,18/19_Q1_Jun,0.120907895
Consumer,Sandesh Brand 1,Broadband,Rabbit,Volume,Gross Adds - Rabbit ,ConsumerSandesh Brand 1BroadbandRabbitGross Adds - Rabbit ,(000)s,18/19_Q2_Jul,0.080535838
Consumer,Sandesh Brand 1,Broadband,Rabbit,Volume,Gross Adds - Rabbit ,ConsumerSandesh Brand 1BroadbandRabbitGross Adds - Rabbit ,(000)s,18/19_Q2_Aug,0.118200174
Consumer,Sandesh Brand 1,Broadband,Rabbit,Volume,Gross Adds - Rabbit ,ConsumerSandesh Brand 1BroadbandRabbitGross Adds - Rabbit ,(000)s,18/19_Q2_Sep,0.11326602
